model,domain,run,entropy,perplexity,repeat_rate,switch_rate,load_cv,load_entropy,gini,settling_time,oscillation,latency_ms,text,phase
ECR,math,2,0.40490173212019726,1.280832553097567,0.12903225806451613,0.625,1.06653645025176,1.086491886450257,0.3400000000165,1.52,0.21052631578947367,287.9087947037112,"If x + 5 = 12, then x = 7.
If 3x = 9, then x = 3.
If A = 1, then B = 2.
If A + B = 3,",stable
Sigma_MoE,math,2,0.29782190728294666,1.329803586651113,0.23333333333333328,0.575,1.2772039772848296,0.9464873023506191,0.3900000000152499,1.6956521739130435,0.3157894736842105,812.7784438928367,"If x + 5 = 12, then x = 7. In other words, x = 7. <strong>( 7 = x )</strong>. <strong>( x = 7 )</strong>. <strong>( x = 7 )",stable
BiLevel_MoE,math,2,0.1399104626240087,1.1057526536798452,0.2647058823529411,0.35,0.6041522986344171,0.8556886669556694,-0.0333333333075001,2.7857142857142856,0.13157894736842105,214.3417773792768,"If x + 5 = 12, then x = 7. <strong>Solving equations</strong> involves finding the value of the variable that makes the equation true.

If x + 5 = 12, then x = 7. <strong>",stable
RoutingFree_MoE,math,2,0.5060141186713736,1.219963638169052,0.13157894736842102,0.95,0.7254309062278519,2.164125808130285,0.2863636363814771,1.0263157894736843,0.07894736842105263,353.4628854814838,"If x + 5 = 12, then x = 7.

To solve the equation x + 5 = 12, we need to isolate x. Subtract 5 from both sides of the equation to get x by itself. The equation",stable
Nomadic_NoDx,math,2,0.30302065628378816,1.2172183959171334,0.0,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,146.54691887039075,"If x + 5 = 12, then x = 7.

If 2x - 3 = 11, then 2x = 14.

If 3x - 7 = 15, then ",stable
Nomadic_NoEnv,math,2,0.3307112002923215,1.3507769096835982,0.0357142857142857,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,146.7782103333135,"If x + 5 = 12, then x = 7.

If 3x + 8 = 26, then 3x = 18 and x = 6.

If 2x + 4 = ",stable
Nomadic_NoErr,math,2,0.21602443898279686,1.1396445907779562,0.13157894736842102,0.3,0.6432340164651877,0.8660426927800613,0.016666666691249943,3.25,0.02631578947368421,209.52046807407763,"If x + 5 = 12, then x = 7.

To solve the equation x + 5 = 12, we need to isolate x. We can do this by subtracting 5 from both sides of the equation: x +",stable
Vanilla,math,0,0.2857178221038339,1.2326044862732979,0.4736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,133.3818967758471,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28이다.

원의 넓이는 πr²이다. 반지름이 3이면 넓이는 28이다.

원의 넓이 공식은 πr²이다. 반지름이 ",stable
Nomadic_Blind,math,0,0.207331400664089,1.2721005036544777,0.2222222222222222,0.05,0.9499999999525,0.11690684893753106,-0.024999999974375076,14.5,0.02631578947368421,149.10958906894567,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

반지름이 3인 원의 넓이를 구하는 공식은 πr²이다. 반지름이 3이면 넓이는 28.",stable
Nomadic_Full,math,0,0.1650410971413993,1.2337871754128964,0.3529411764705882,0.25,0.8860022572670172,0.7305880610711225,0.10000000002249987,3.9,0.07894736842105263,191.9707329310266,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

원넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

원 넓이 공식은",stable
MoD,math,0,0.16908010206028293,1.1064032111460482,0.0,0.175,1.0470195794900696,0.5684236175218302,0.1833333333537499,5.571428571428571,0.05263157894736842,173.26466405173616,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

반지름이 4이면 넓이는 50.27이다.

반지름이 5이면 넓이는 78.",stable
ECR,math,0,0.751810675836532,1.450849496398708,0.0,0.575,1.4547336522703005,1.4965611880760799,0.48333333334624995,1.6956521739130435,0.10526315789473684,212.94667117144854,원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 27이다. <strong>원</strong>의 넓이 <strong>반지름의 제곱</strong>에 <strong>파이</strong>를 곱한 값이다. <strong>원</strong>의 넓이를 구,stable
Sigma_MoE,math,0,0.3155721818267374,1.267324454974646,0.09523809523809523,0.575,1.2816005615733497,1.3374918490020118,0.4285714285857143,1.6956521739130435,0.10526315789473684,800.5831493275513,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9π이다.

정사각형의 넓이 공식은 a²이다. a가 3이면 넓이는 9이다.

원 넓이와 정사각형 넓이가 같다.

원",stable
BiLevel_MoE,math,0,0.2902921456772824,1.1987132033668837,0.0,0.2,1.0068515282045993,0.5757564554894752,0.1833333333537499,4.875,0.02631578947368421,181.1676486206501,원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9이다. 원의 둘레 공식은 2πr이다. 반지름 6이면 둘레 18이다. 원의 넓이와 둘레의 관계는 같다. ,stable
RoutingFree_MoE,math,0,0.7899295066861669,1.6600384308363914,0.045454545454545414,0.95,0.5123475381698931,2.1721731334367265,0.18000000002049987,1.0263157894736843,0.07894736842105263,333.8342172241467,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9이다.

원의 넓이는 반지름의 제곱에 π를 곱해서 구한다.

원의 반지름이 10인 경우 넓이는 100이다.

원의 반지름이",stable
Nomadic_NoDx,math,0,0.23538787213943949,1.3631465809122574,0.375,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,139.51455941379868,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

넓이는 307",stable
Nomadic_NoEnv,math,0,0.1501721412952523,1.145193347979281,0.23529411764705888,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,138.57541756894125,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

넓이 공식은 πr²이다. 반지름이 4이면 넓이는 50.27이다.

넓이 공식은 πr",stable
Nomadic_NoErr,math,0,0.26014461527920024,1.320668219742319,0.05555555555555558,0.325,0.17677669528337858,1.082195529738767,-0.2499999999687501,3.0,0.0,199.3270352931145,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

정삼각형의 넓이 공식은 a²이다. 밑변의 길이가 3이면 높이가 3이다. 넓이는 9이다.",stable
Vanilla,math,1,0.7984643299365416,1.683374745298329,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,132.72130465520604,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

둥근 넓이 공식은 2πr + πr²이다. 반지름이 3이면 넓이는 28.27이다.",stable
Nomadic_Blind,math,1,0.1357730014195403,1.1504985825877863,0.33333333333333337,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,137.42521067245528,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.26이다.

원의 넓이 공식은 πr²이다. 반지름이 4이면 넓이는 50.24이다.

원의 넓이 공식은",stable
Nomadic_Full,math,1,0.13347588082827516,1.076521686988068,0.5,0.375,0.5958187643310674,1.2266941275978207,0.050000000023749935,2.6,0.05263157894736842,212.1056768620951,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9π이다.

원 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9π이다.

원 넓이 공식은 πr²이다. 반지름",stable
MoD,math,1,0.16927373907559443,1.1878160747974849,0.0,0.175,1.0470195794900696,0.5684236175218302,0.1833333333537499,5.571428571428571,0.05263157894736842,170.73516872413416,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

반지름이 4이면 넓이는 50.26이다.

반지름이 5이면 넓이는 78.",stable
ECR,math,1,0.6490497014718131,1.6028211384267181,0.0,0.775,1.0770329612114942,1.6816978426594171,0.31250000001718736,1.2580645161290323,0.23684210526315788,296.79248837933767,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28이다.

이번에는 반지름이 5인 원의 넓이가 78이다. 

반지름이 10인 원의 넓이는 314",stable
Sigma_MoE,math,1,0.1036218414396716,1.0528794198363087,0.3125,0.9,0.18708286931998877,1.3678057094247928,-0.14999999997125002,1.0833333333333333,0.15789473684210525,792.8151618103458,원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9π이다. 3π이다. 3이다. 3이다. 3이다. 3이다. 3이다. 3이다. 3이다. 3,stable
BiLevel_MoE,math,1,0.25786111583292354,1.1938919669574477,0.0,0.5,0.8359126748023309,0.6969150966717417,0.11666666668874992,1.95,0.2894736842105263,241.65794050005107,원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9이다. 10이다. 15이다. 28이다. 36이다. 45이다. 75이다.이다.이다.이다.,stable
RoutingFree_MoE,math,1,0.5145820391582674,2.253900502128008,0.28,0.925,0.8223442099848988,1.8933289786226406,0.3055555555729166,1.054054054054054,0.5263157894736842,326.14781377585666,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9이다.

즉, 3 * 3 = 9이다.

.

.

.

.

.

.

.

.

.

원의 넓이가 된다",stable
Nomadic_NoDx,math,1,0.13340333312789698,1.0955445464562992,0.2777777777777778,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,138.24030500002442,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

원 넓이 공식은 πr²이다. 반지름이 4이면 넓이는 50.27이다.

원 넓이 공식은",stable
Nomadic_NoEnv,math,1,0.16789385398230242,1.0913817328969666,0.3125,0.1,1.3081475450970017,0.23317260207386986,0.2833333333512499,7.25,0.05263157894736842,159.8136010345178,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

반지름이 3인 원의 넓이는 28.27이다.

반지름이 3인 원의 넓이는",stable
Nomadic_NoErr,math,1,0.13364446656398715,1.0908666291873164,0.5,0.375,0.7254309063729381,0.854891372792126,0.016666666691249943,2.6,0.13157894736842105,214.89984394830915,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28이다.

원 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28이다.

원 넓이 공식은 πr²이다. 반지름",stable
Vanilla,math,2,1.1061937039485201,2.4027147105361824,0.04761904761904767,0.0,0.0,0.0,0.0,0.0,0.0,132.51230806894583,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9π이다. 넓이 한 변의 길이가 6인 정사각형의 넓이는 36이다.

사각형의 넓이 공식은 길이×너비이다. 길이와 너비",stable
Nomadic_Blind,math,2,0.24146518320103164,1.4948141900927974,0.04761904761904767,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,139.64064217242563,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9π이다.

직사각형의 넓이 공식은 길이 × 너비이다. 이 직사각형의 길이와 너비가 각각 3이다. 넓이는 9이다.

",stable
Nomadic_Full,math,2,0.15159506185617241,1.1257770177927386,0.33333333333333337,0.2,0.34820970690348724,1.0321590612626534,-0.14999999997125002,4.875,0.05263157894736842,176.71532313792778,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

원의 넓이 공식은 πr²이다. 반지름이 4이면 넓이는 50.27이다.

원의 넓이 공식은",stable
MoD,math,2,0.1737630366115663,1.1197068263331191,0.0,0.45,0.6964194138069744,0.8568409947394726,0.033333333357499884,2.1666666666666665,0.15789473684210525,227.390768137913,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9π이다.

반지름이 5이면 넓이는 25π이다.

반지름이 7이면 넓이는 49π이다.

반지",stable
ECR,math,2,1.008777878914043,1.7887534934092855,0.038461538461538436,0.575,0.7483314772425385,1.5001183568563894,0.2500000000187499,1.6956521739130435,0.21052631578947367,255.71419727585354,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9π이다.

이 공식은 수학적 규칙이다. 어떤 원의 넓이를 계산하기 위해서는 그 반지름을 제곱해야 한다.

이 규칙은 원의 넓이를 계산하는 데",stable
Sigma_MoE,math,2,0.2837340529886435,1.170829244220238,0.04347826086956519,0.825,0.9313968003002935,1.827052605697703,0.3555555555716666,1.1818181818181819,0.18421052631578946,789.7972435000376,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9이다.

원 넓이 공식은 다음과 같다.

S = π r²이다.

예를 들어 반지름이 5인 원의 넓이는 78이다.

",stable
BiLevel_MoE,math,2,0.36307119725919035,1.3314029709746538,0.052631578947368474,0.35,0.9611191392649703,0.6116510620019808,0.16666666668749985,2.7857142857142856,0.13157894736842105,214.87924962068442,원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9이다. 둥근 컵의 경우도 마찬가지이다. 컵의 윗부분의 넓이는 컵의 윗부분의 둥근 부분의 넓이다. ,stable
RoutingFree_MoE,math,2,0.33339714437936435,1.1991800640729724,0.0,0.9,0.5385164805518955,2.3408736766223694,0.2125000000196875,1.0833333333333333,0.05263157894736842,319.63906884485715,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 9이다.

반지름이 6이면 36이다.

반지름이 9이면 81이다.

반지름이 12이면 ",stable
Nomadic_NoDx,math,2,0.13385433655981407,1.090470799533444,0.2777777777777778,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,140.93639631034327,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

원 넓이 공식은 πr²이다. 반지름이 5이면 넓이는 78.54이다.

원 넓이 공식은",stable
Nomadic_NoEnv,math,2,0.22184953493306647,1.3195225094422796,0.0,0.05,0.9499999999525,0.11690684893753106,-0.024999999974375076,14.5,0.02631578947368421,147.49510005176174,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28.27이다.

반지름이 3인 원의 넓이를 계산하는 방법은 다음과 같다.

1. 원의 반지름을 3으로 설정한다.",stable
Nomadic_NoErr,math,2,0.11314508016226692,1.072938285253959,0.35,0.25,0.9354143465999439,0.9137812553021722,0.2500000000187499,3.9,0.07894736842105263,186.69941168966412,"원의 넓이 공식은 πr²이다. 반지름이 3이면 넓이는 28이다.

원의 넓이 공식은 πr²이다. 반지름이 5이면 넓이는 78이다.

원의 넓이 공식은 πr²이다. 반지름",stable
Vanilla,math,0,0.9489037740277126,2.4168103704172927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.95994121308694,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열의 2번째 항은 3이다.

수열의 3번째 항은 4이다.

로그 1/2은 0",stable
Nomadic_Blind,math,0,0.16060366362212206,1.1078523803452927,0.368421052631579,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,132.7723099508506,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열 2, 5, 8, 11의 공식을 이용하면 다음 항은 14이다.

수열 2, ",stable
Nomadic_Full,math,0,0.3305848041080414,1.5849218418482316,0.09999999999999998,0.15,0.7382411529563019,0.7909873501355755,0.06666666668999999,6.5,0.05263157894736842,163.8706724753901,"등차수열 2, 5, 8, 11의 다음 항은 14이다. 

등차수열은 각 항 사이의 차이가 일정하게 유지되는 수열이다.

즉, 2, 5, 8, 1",stable
MoD,math,0,0.17372087350369658,1.0779164562672137,0.1578947368421053,0.5,0.5947688626239083,0.9214462165313545,-0.01666666664125005,1.95,0.15789473684210525,224.64406513113988,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열 1, 4, 7, 10의 다음 항은 13이다.

수열 1, 4, 7",stable
ECR,math,0,0.21370420606981497,1.0895085870771817,0.0,0.375,1.2186057605735336,0.7570449131276908,0.31250000001718736,2.533333333333333,0.13157894736842105,201.21447842626128,"등차수열 2, 5, 8, 11의 다음 항은 14이다. 3이다. 6이다. 9이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다",stable
Sigma_MoE,math,0,0.07608553850844667,1.025807474529227,0.4285714285714286,0.4,1.176860229476296,0.7627897823546426,0.3250000000168749,2.375,0.15789473684210525,751.8369802622698,"등차수열 2, 5, 8, 11의 다음 항은 14이다. 14이다. 14이다. 14이다. 14이다. 14이다. 14이다. 14이다.",stable
BiLevel_MoE,math,0,0.07349714848191169,1.1101998311733488,0.0,0.375,0.6547900426363304,0.7924048019328815,-0.01666666664125005,2.6,0.13157894736842105,202.57530898361736,"등차수열 2, 5, 8, 11의 다음 항은 14이다. 즉 14이다. 따라서 14이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다",stable
RoutingFree_MoE,math,0,0.5226148025471048,1.2398097705051714,0.0,0.95,0.6519202403572848,2.0854684343173746,0.2600000000184999,1.0263157894736843,0.07894736842105263,307.6785925902082,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 1, 4, 7, 10, ...의 일반항은 n = 1 + n이다.

등차수",stable
Nomadic_NoDx,math,0,0.12063273460951023,1.1155073103779993,0.11764705882352944,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,131.19972690162925,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 1, 4, 7, 10의 다음 항은 13이다.

등차수열 1, ",stable
Nomadic_NoEnv,math,0,0.16230482100947538,1.243332239863218,0.10526315789473684,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,130.73454532786855,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열 1, 2, 3, 5, 8의 다음 항은 11이다.

수열 1, 3,",stable
Nomadic_NoErr,math,0,0.17730537322521517,1.2061156027371795,0.38888888888888884,0.325,0.37416573864933167,1.0296530137645736,-0.13333333330499997,3.0,0.02631578947368421,191.09093580327232,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열에서 다음 항을",stable
Vanilla,math,1,1.1816120277391746,2.1669274010411703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.2468902622822,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열의 규칙성을 찾기 위해 첫째 항 2와 공차 3을 적용한다.

첫째 항은 2이다.

두 번째",stable
Nomadic_Blind,math,1,0.07597282188378632,1.0625202995835374,0.05882352941176472,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,131.00590619671763,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 3, 6, 9, 12의 다음 항은 15이다.

등차수열 4, ",stable
Nomadic_Full,math,1,0.1875128006147562,1.2123174287629495,0.05882352941176472,0.325,0.7516648188434789,1.0670432107586647,0.13750000002156249,3.0,0.05263157894736842,190.29590354097547,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 8, 11, 14, 17의 다음 항은 20이다.

등차수열 2",stable
MoD,math,1,0.13465491804246987,1.1460811385686063,0.05882352941176472,0.475,0.5689903337943778,0.9471373496198398,-0.04999999997375015,2.0526315789473686,0.10526315789473684,223.48561565573976,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 3, 6, 9, 12의 다음 항은 15이다.

등차수열 1, ",stable
ECR,math,1,0.5517011003997908,1.3893116456095018,0.050000000000000044,0.25,1.9006577805897225,0.5779498997106993,0.5416666666781249,2.5,0.13157894736842105,182.66195680332544,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열 1, 4, 7, 10의 다음 항은 13이다.

 이런 식으로 진행된다.

 따라서 정답은",stable
Sigma_MoE,math,1,0.09449307289026523,1.0656107903398067,0.0,0.05,0.9499999999525,0.11690684893753106,-0.024999999974375076,3.5,0.02631578947368421,749.8670751803253,"등차수열 2, 5, 8, 11의 다음 항은 14이다. 3이다. 6이다. 9이다. 12이다. 15이다. 이다. 18이다. 21이다.",stable
BiLevel_MoE,math,1,0.09702101867994345,1.2514980215582585,0.1923076923076923,0.4,0.8753570699349279,0.6719437038252312,0.13333333335499997,2.4375,0.13157894736842105,211.1828390983736,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

1 + 2 + 3 + 4의 합은 10이다.

1 + 2 + 3 + 4 + 5의 합",stable
RoutingFree_MoE,math,1,0.511437948751609,1.3180247057271035,0.10526315789473684,0.925,0.750832870715123,1.9038568397858466,0.3055555555729166,1.054054054054054,0.13157894736842105,301.4396782950751,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열 1, 4, 7, 10, 13으로도 표현할 수 있다.

수열 1, 4,",stable
Nomadic_NoDx,math,1,0.08265662054325393,1.0881072533396834,0.4736842105263158,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,131.7208692623249,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열 2, 5, 8, 11의 다음 항은 14이다.

수열 2, 5, 8",stable
Nomadic_NoEnv,math,1,0.06952993222044881,1.0273171640934893,0.5294117647058824,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,131.5125631639394,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 2, ",stable
Nomadic_NoErr,math,1,0.13948510399999328,1.0747026221888885,0.05882352941176472,0.3,0.5208166663609303,0.9697897303214839,-0.0666666666400002,3.25,0.05263157894736842,190.05877795083148,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 3, 6, 9, 12의 다음 항은 15이다.

등차수열 4, ",stable
Vanilla,math,2,0.4286491600172667,1.3106203004036228,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,125.7126245081814,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 2, 5, 8, 11의 공식을 이용하면 n번째 항의 값은 n - 1이다. 따라서",stable
Nomadic_Blind,math,2,0.09611747509108867,1.172235764656303,0.05882352941176472,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,131.65076278689455,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등비수열 2, 6, 18, 54의 다음 항은 162이다.

등차수열 2",stable
Nomadic_Full,math,2,0.16623767097463468,1.169088895061662,0.05882352941176472,0.375,0.41683329998206414,1.01519566565362,-0.11666666663874992,2.6,0.05263157894736842,203.67524385246875,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 5, 10, 15, 20의 다음 항은 25이다.

등차수열 7",stable
MoD,math,2,0.14437844754863005,1.1036861014806714,0.052631578947368474,0.525,0.5350233639356907,0.9577851592509151,-0.04999999997375015,1.8571428571428572,0.13157894736842105,229.66988849180242,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열 1, 4, 7, 10의 다음 항은 13이다.

수열 3, 6, 9",stable
ECR,math,2,0.6037805904539709,1.2773736071425026,0.05555555555555558,0.1,1.3081475450970017,0.23317260207386986,0.2833333333512499,9.75,0.05263157894736842,153.45440180323348,"등차수열 2, 5, 8, 11의 다음 항은 14이다. 14이다. 14이다. 이 규칙을 계속 적용하면 17, 20, 23이 된다. 17, ",stable
Sigma_MoE,math,2,0.09911160943735844,1.0687069472739994,0.0,0.675,0.8689073597622475,1.005221143202395,0.2125000000196875,1.4074074074074074,0.5263157894736842,746.9662248196803,"등차수열 2, 5, 8, 11의 다음 항은 14이다. 3이다. 6이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다",stable
BiLevel_MoE,math,2,0.13793844329207677,1.1997541009585473,0.0,0.45,0.5556527692306477,0.9045017241629407,-0.04999999997375015,2.1666666666666665,0.13157894736842105,220.22311572132432,"등차수열 2, 5, 8, 11의 다음 항은 14이다. 이 14이다. 17이다. 20이다.이다.이다.이다.이다.이다.이다.이다.이다.이다.이다",stable
RoutingFree_MoE,math,2,0.5268925579016468,1.2012943498081166,0.0,0.9,0.6244997997149399,1.8986166839289988,0.20625000001984373,1.0833333333333333,0.07894736842105263,301.3524877376946,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열 1, 4, 7, 10, 13이 1의 다음 항이다.

수열 3, 6",stable
Nomadic_NoDx,math,2,0.1418293132109049,1.3969392421032576,0.05555555555555558,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,129.95814911470814,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

수열 7, 10, 13, 16의 다음 항은 19이다.

수열 3, 6,",stable
Nomadic_NoEnv,math,2,0.08222629822002178,1.0631834785142278,0.05882352941176472,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,131.02218372129204,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

등차수열 3, 6, 9, 12의 다음 항은 15이다.

등차수열 4, ",stable
Nomadic_NoErr,math,2,0.1219572470366626,1.417042105273135,0.0,0.225,0.8746427841393307,0.9830470203236812,0.2125000000196875,4.333333333333333,0.0,171.52632860657442,"등차수열 2, 5, 8, 11의 다음 항은 14이다.

첫번째 항은 2이다. 두번째 항은 5이다. 세번째 항은 8이다. 네번째 항은 11이다. 따라서",stable
Vanilla,code,0,0.21064227364840918,1.2170382686831653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.45174877610667,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    return fib(n-1) + fib(n-2)

# 이진 탐색
def binary_search(arr, target):
    low, high = 0, len(",stable
Nomadic_Blind,code,0,0.08863384985383016,1.238248219612732,0.11111111111111116,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,119.87148874626953,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    return fib(n-1) + fib(n-2)

# 팩토리얼
def fact(n):
    if n == 0 or n == 1: return ",stable
Nomadic_Full,code,0,0.13611845299189335,1.1327285809127792,0.033333333333333326,0.175,0.8860022572448673,1.0401683970732465,0.18750000002031242,5.571428571428571,0.0,152.9125321940228,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    return fib(n - 1) + fib(n - 2)


# 1부터 n까지의 합
 def sum(n): n * (n + 1) // ",stable
MoD,code,0,0.13743911181687776,1.070097477519816,0.07692307692307687,0.575,0.4677071733116646,0.9743147525693494,-0.08333333330625026,1.6956521739130435,0.13157894736842105,215.2606984627031,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    return fib(n-1) + fib(n-2)

# 팩토리얼
def factorial(n):
    if n == 0: return 1
    return n",stable
ECR,code,0,0.2766015693456211,1.2112695172334942,0.0714285714285714,0.625,0.9552486585838527,1.3882482251943444,0.30833333335062496,1.56,0.15789473684210525,225.66721376121555,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    return fib(n - 1) + fib(n - 2)


# 팩토리얼 함수
def factorial(n):
    return n * math.factorial(n - ",stable
Sigma_MoE,code,0,0.15973645013806498,1.2646488375720635,0.03448275862068961,0.7,0.9886859964912393,1.5121288619868132,0.3428571428735714,1.3928571428571428,0.15789473684210525,681.835647059714,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    return fib(n - 1) + fib(n - 2)


# 리스트 컴프리헨션
fib_list = [0, 1]
for i in range",stable
BiLevel_MoE,code,0,0.22004728645474997,1.1919027164012397,0.0,0.375,0.7656696414982525,0.7375081629249736,0.08333333335624993,2.6,0.15789473684210525,188.3896762537644,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    return fib(n-1) + fib(n-2)


# 1부터 10까지의 수열을 출력하는 예제 코드이다.
for i in range(1",stable
RoutingFree_MoE,code,0,0.5003137560119285,1.3830677611723943,0.0357142857142857,0.95,0.47434164890667146,2.1944743897890384,0.1600000000209999,1.0263157894736843,0.13157894736842105,286.15954052238794,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    return fib(n - 1) + fib(n - 2)
 
# 첫 4개의 수 출력
print fib(3)
 1 2 3
 ",stable
Nomadic_NoDx,code,0,0.18821038450780594,1.2095350323726541,0.0,0.0,0.0,-1.000000082690371e-10,-0.9999999999500002,40.0,0.0,119.63918841789945,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    return fib(n-1) + fib(n-2)

# 1부터 100까지의 수의 합
def sum_1_to_100():
",stable
